name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,N61311_Ctrl,N052611_Ctrl,N080611_Ctrl,N061011_Ctrl,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex
ENSG00000179941,BBS10,53.2,24,29.2,1.232,0.3,1.3e-01,1.0e+00,0.4104,1157,24,25,20,27,26,30,26,35
ENSG00000075415,SLC25A3,575.2,269,306.2,1.137,0.2,1.3e-01,1.0e+00,0.4104,1158,296,244,268,268,321,326,282,296
ENSG00000006062,MAP3K14,21.5,14,7.5,0.547,-0.9,1.3e-01,1.0e+00,0.4104,1158,14,20,10,12,18,3,7,2
ENSG00000136715,SAP130,57.8,32,25.8,0.807,-0.3,1.3e-01,1.0e+00,0.4104,1159,35,36,27,30,24,24,22,33
ENSG00000183354,BRD10,61.8,35.2,26.5,0.756,-0.4,1.3e-01,1.0e+00,0.4104,1159,35,22,49,35,28,22,29,27
ENSG00000160783,PMF1,24.8,15,9.8,0.664,-0.6,1.3e-01,1.0e+00,0.4104,1159,13,18,10,19,13,10,12,4
ENSG00000149115,TNKS1BP1,654.5,304.8,349.8,1.148,0.2,1.3e-01,1.0e+00,0.4104,1160,333,296,302,288,409,324,342,324
ENSG00000100528,CNIH1,186.2,82.5,103.8,1.257,0.3,1.3e-01,1.0e+00,0.4106,1161,70,99,78,83,75,138,115,87
ENSG00000197380,DACT3,24,14,10,0.718,-0.5,1.3e-01,1.0e+00,0.411,1162,17,15,9,15,11,12,10,7
ENSG00000153147,SMARCA5,226,123.5,102.5,0.83,-0.3,1.3e-01,1.0e+00,0.4111,1163,124,99,152,119,108,115,106,81
ENSG00000127481,UBR4,725.2,388,337.2,0.87,-0.2,1.3e-01,1.0e+00,0.4111,1163,365,373,415,399,329,307,315,398
ENSG00000167157,PRRX2,47.8,26.5,21.2,0.819,-0.3,1.3e-01,1.0e+00,0.4111,1164,26,26,25,29,20,24,18,23
ENSG00000196531,NACA,725.8,385.2,340.5,0.884,-0.2,1.3e-01,1.0e+00,0.4111,1164,398,394,397,352,345,359,348,310
ENSG00000285426,RNF187,149.2,80.5,68.8,0.856,-0.2,1.3e-01,1.0e+00,0.4116,1166,88,77,71,86,79,59,70,67
ENSG00000197102,DYNC1H1,1530.5,822.2,708.2,0.862,-0.2,1.3e-01,1.0e+00,0.4116,1166,916,751,790,832,771,584,717,761
ENSG00000114423,CBLB,54.2,23.5,30.8,1.307,0.4,1.3e-01,1.0e+00,0.4116,1167,14,22,32,26,32,30,28,33
ENSG00000151748,SAV1,114.5,63.2,51.2,0.804,-0.3,1.3e-01,1.0e+00,0.4116,1167,65,47,86,55,49,47,54,55
ENSG00000160870,CYP3A7,19.2,13.2,6,0.458,-1.1,1.3e-01,1.0e+00,0.4116,1168,25,8,10,10,16,0,4,4
ENSG00000119048,UBE2B,114.8,51,63.8,1.25,0.3,1.3e-01,1.0e+00,0.4117,1168,62,50,43,49,63,82,45,65
ENSG00000118246,FASTKD2,50.2,22.5,27.8,1.246,0.3,1.3e-01,1.0e+00,0.4117,1169,26,23,17,24,26,31,29,25
ENSG00000039319,ZFYVE16,103.2,56.5,46.8,0.829,-0.3,1.3e-01,1.0e+00,0.4117,1169,59,59,54,54,35,50,58,44
ENSG00000152234,ATP5F1A,442,234.8,207.2,0.882,-0.2,1.3e-01,1.0e+00,0.412,1170,214,244,244,237,229,193,211,196
ENSG00000171552,BCL2L1,165.5,76,89.5,1.178,0.2,1.3e-01,1.0e+00,0.412,1171,88,77,65,74,79,101,80,98
ENSG00000072364,AFF4,288.5,154.5,134,0.867,-0.2,1.3e-01,1.0e+00,0.412,1171,139,156,173,150,119,123,145,149
ENSG00000115295,CLIP4,159.5,70,89.5,1.277,0.4,1.3e-01,1.0e+00,0.4123,1173,64,58,69,89,57,113,97,91
ENSG00000087502,ERGIC2,97.2,42.8,54.5,1.272,0.3,1.3e-01,1.0e+00,0.4126,1174,45,28,56,42,46,58,64,50
ENSG00000116698,SMG7,83.5,45.8,37.8,0.822,-0.3,1.3e-01,1.0e+00,0.4127,1175,48,53,48,34,33,38,40,40
ENSG00000069431,ABCC9,96.2,39.2,57,1.455,0.5,1.3e-01,1.0e+00,0.4128,1175,32,36,30,59,37,68,35,88
ENSG00000221914,PPP2R2A,58.5,24.8,33.8,1.363,0.4,1.3e-01,1.0e+00,0.4128,1176,26,20,36,17,46,29,33,27
ENSG00000163704,PRRT3,21.2,8.2,13,1.595,0.7,1.3e-01,1.0e+00,0.4131,1177,6,6,5,16,18,13,13,8
ENSG00000198720,ANKRD13B,28.8,12,16.8,1.418,0.5,1.3e-01,1.0e+00,0.4131,1177,13,9,14,12,24,17,9,17
ENSG00000103249,CLCN7,160,85.8,74.2,0.864,-0.2,1.3e-01,1.0e+00,0.4131,1178,78,92,91,82,71,80,82,64
ENSG00000063854,HAGH,32.5,14,18.5,1.322,0.4,1.3e-01,1.0e+00,0.4132,1179,16,9,14,17,22,16,17,19
ENSG00000078618,NRDC,282.2,150.2,132,0.879,-0.2,1.3e-01,1.0e+00,0.4134,1180,137,143,165,156,124,127,144,133
ENSG00000110455,ACCS,36.5,21.5,15,0.7,-0.5,1.3e-01,1.0e+00,0.4139,1181,13,26,24,23,13,18,21,8
ENSG00000141971,MVB12A,36,20.5,15.5,0.772,-0.4,1.3e-01,1.0e+00,0.4139,1182,20,20,17,25,16,12,20,14
ENSG00000087245,MMP2,11027,5965,5062,0.849,-0.2,1.3e-01,1.0e+00,0.4142,1183,5609,5401,6997,5853,4755,4502,5891,5100
ENSG00000171867,PRNP,720.2,391.8,328.5,0.838,-0.3,1.3e-01,1.0e+00,0.4142,1183,360,372,466,369,263,366,388,297
ENSG00000196730,DAPK1,185.5,81.2,104.2,1.28,0.4,1.3e-01,1.0e+00,0.4142,1184,102,86,52,85,114,119,74,110
ENSG00000184271,POU6F1,25.8,16,9.8,0.623,-0.7,1.3e-01,1.0e+00,0.4142,1184,16,20,23,5,14,7,8,10
ENSG00000187736,NHEJ1,34.8,15.2,19.5,1.265,0.3,1.3e-01,1.0e+00,0.4145,1186,16,15,14,16,18,17,18,25
ENSG00000156508,EEF1A1,21803.5,11852.8,9950.8,0.84,-0.3,1.3e-01,1.0e+00,0.4149,1187,12590,12228,10428,12165,11811,10153,7961,9878
ENSG00000118046,STK11,97.8,53.8,44,0.817,-0.3,1.3e-01,1.0e+00,0.4149,1187,66,42,60,47,44,39,42,51
ENSG00000169599,NFU1,35.2,20.2,15,0.749,-0.4,1.3e-01,1.0e+00,0.4149,1188,22,16,18,25,16,14,10,20
ENSG00000152620,NADK2,24,13.8,10.2,0.749,-0.4,1.3e-01,1.0e+00,0.4149,1188,13,10,15,17,13,10,9,9
ENSG00000130119,GNL3L,44,19,25,1.308,0.4,1.3e-01,1.0e+00,0.4152,1190,13,17,18,28,27,26,22,25
ENSG00000176108,CHMP6,23,13.2,9.8,0.752,-0.4,1.3e-01,1.0e+00,0.4152,1190,13,15,12,13,10,7,12,10
ENSG00000112977,DAP,312,166.2,145.8,0.878,-0.2,1.3e-01,1.0e+00,0.4152,1190,156,184,161,164,132,162,148,141
ENSG00000100034,PPM1F,96.2,53.8,42.5,0.791,-0.3,1.3e-01,1.0e+00,0.4154,1191,55,42,51,67,43,31,40,56
ENSG00000143319,ISG20L2,36,20,16,0.796,-0.3,1.3e-01,1.0e+00,0.4154,1192,22,15,22,21,15,17,17,15
ENSG00000139641,ESYT1,286,153.8,132.2,0.859,-0.2,1.3e-01,1.0e+00,0.4154,1192,166,155,148,146,146,148,131,104
ENSG00000168393,DTYMK,21,12.5,8.5,0.696,-0.5,1.3e-01,1.0e+00,0.4161,1195,12,8,15,15,12,5,9,8
ENSG00000090263,MRPS33,36.8,21,15.8,0.776,-0.4,1.3e-01,1.0e+00,0.4161,1195,18,28,19,19,19,14,16,14
ENSG00000134287,ARF3,256.5,120,136.5,1.135,0.2,1.3e-01,1.0e+00,0.4162,1196,125,127,105,123,134,146,137,129
ENSG00000164603,SAMTOR,31.2,17.5,13.8,0.778,-0.4,1.3e-01,1.0e+00,0.4164,1197,17,17,19,17,10,16,16,13
ENSG00000276802,HERC2,55.8,22,33.8,1.556,0.6,1.3e-01,1.0e+00,0.4172,1199,36,20,6,26,27,42,28,38
ENSG00000172345,STARD5,41.2,25.8,15.5,0.606,-0.7,1.3e-01,1.0e+00,0.4172,1200,24,33,28,18,31,18,7,6
ENSG00000162236,STX5,68,38.5,29.5,0.766,-0.4,1.3e-01,1.0e+00,0.4172,1200,42,30,37,45,35,33,17,33
ENSG00000184216,IRAK1,209.8,94.5,115.2,1.216,0.3,1.3e-01,1.0e+00,0.4174,1201,126,78,92,82,127,98,129,107
ENSG00000215251,FASTKD5,21,8,13,1.646,0.7,1.3e-01,1.0e+00,0.4175,1202,8,6,13,5,16,4,16,16
ENSG00000169217,CD2BP2,92.2,42.2,50,1.18,0.2,1.3e-01,1.0e+00,0.4175,1202,47,39,39,44,54,42,56,48
ENSG00000223532,HLA-B,28.5,20.8,7.8,0.378,-1.4,1.3e-01,1.0e+00,0.4175,1203,34,0,27,22,4,0,19,8
ENSG00000176386,CDC26,23.5,10.2,13.2,1.313,0.4,1.3e-01,1.0e+00,0.4175,1203,9,10,10,12,16,14,11,12
ENSG00000136147,PHF11,39.5,17.2,22.2,1.298,0.4,1.3e-01,1.0e+00,0.4175,1204,20,12,22,15,22,27,19,21
ENSG00000104365,IKBKB,94,42.2,51.8,1.22,0.3,1.3e-01,1.0e+00,0.4175,1204,50,33,38,48,49,59,44,55
ENSG00000204237,OXLD1,19.8,12,7.8,0.649,-0.6,1.3e-01,1.0e+00,0.4178,1205,16,7,13,12,13,8,4,6
ENSG00000141013,GAS8,22.2,13,9.2,0.727,-0.5,1.3e-01,1.0e+00,0.418,1206,10,17,11,14,10,10,10,7
ENSG00000198042,MAK16,28.5,10.8,17.8,1.652,0.7,1.3e-01,1.0e+00,0.4181,1207,5,15,12,11,9,17,32,13
ENSG00000026297,RNASET2,24.5,14.8,9.8,0.678,-0.6,1.3e-01,1.0e+00,0.4181,1207,10,13,15,21,5,12,10,12
ENSG00000100503,NIN,138.8,64.8,74,1.141,0.2,1.3e-01,1.0e+00,0.4181,1208,63,64,60,72,73,78,70,75
ENSG00000117569,PTBP2,32.2,18.5,13.8,0.768,-0.4,1.3e-01,1.0e+00,0.4181,1208,13,21,18,22,16,13,13,13
ENSG00000156110,ADK,40.2,23.2,17,0.735,-0.4,1.3e-01,1.0e+00,0.4181,1209,15,24,19,35,16,18,15,19
ENSG00000183431,SF3A3,91.5,41,50.5,1.23,0.3,1.3e-01,1.0e+00,0.4181,1209,34,36,49,45,51,61,40,50
ENSG00000091656,ZFHX4,71.5,40,31.5,0.782,-0.4,1.3e-01,1.0e+00,0.4188,1212,38,42,44,36,22,29,46,29
ENSG00000144228,SPOPL,40.5,16.8,23.8,1.44,0.5,1.3e-01,1.0e+00,0.4191,1213,9,12,25,21,29,19,28,19
ENSG00000134201,GSTM5,36.5,22.8,13.8,0.623,-0.7,1.3e-01,1.0e+00,0.4192,1214,33,10,16,32,23,10,9,13
ENSG00000118961,LDAH,25.5,14.5,11,0.763,-0.4,1.3e-01,1.0e+00,0.4192,1214,16,12,18,12,13,10,10,11
ENSG00000155850,SLC26A2,53.8,23.8,30,1.266,0.3,1.3e-01,1.0e+00,0.4192,1215,25,16,24,30,25,30,34,31
ENSG00000169905,TOR1AIP2,140.8,64.8,76,1.172,0.2,1.3e-01,1.0e+00,0.4192,1215,70,74,52,63,72,83,77,72
ENSG00000168246,UBTD2,62.5,34.2,28.2,0.828,-0.3,1.3e-01,1.0e+00,0.4195,1216,35,38,30,34,27,32,23,31
ENSG00000125835,SNRPB,67.2,28.8,38.5,1.335,0.4,1.3e-01,1.0e+00,0.4197,1217,39,17,23,36,45,42,34,33
ENSG00000180340,FZD2,142.8,65.5,77.2,1.177,0.2,1.3e-01,1.0e+00,0.4197,1217,65,78,53,66,71,81,72,85
ENSG00000135899,SP110,62.2,27,35.2,1.324,0.4,1.3e-01,1.0e+00,0.4197,1218,36,27,24,21,33,38,23,47
ENSG00000077157,PPP1R12B,148.2,53.8,94.5,1.759,0.8,1.3e-01,1.0e+00,0.4197,1219,24,94,25,72,53,172,56,97
ENSG00000155760,FZD7,163,91,72,0.788,-0.3,1.3e-01,1.0e+00,0.4199,1219,79,107,90,88,42,82,84,80
ENSG00000062582,MRPS24,53.2,30.2,23,0.769,-0.4,1.3e-01,1.0e+00,0.4199,1220,35,29,27,30,29,13,23,27
ENSG00000146574,CCZ1B,89.8,40,49.8,1.238,0.3,1.3e-01,1.0e+00,0.4199,1220,51,36,39,34,37,51,54,57
ENSG00000093000,NUP50,122,55.8,66.2,1.186,0.2,1.3e-01,1.0e+00,0.4199,1221,63,54,49,57,73,58,77,57
ENSG00000134285,FKBP11,30,12.8,17.2,1.332,0.4,1.3e-01,1.0e+00,0.4209,1224,16,11,12,12,16,19,22,12
ENSG00000138771,SHROOM3,95.8,40.5,55.2,1.358,0.4,1.3e-01,1.0e+00,0.421,1225,39,34,40,49,36,36,75,74
ENSG00000100348,TXN2,88.8,49,39.8,0.809,-0.3,1.3e-01,1.0e+00,0.421,1225,49,50,40,57,33,39,53,34
ENSG00000141526,SLC16A3,177,66.2,110.8,1.677,0.7,1.3e-01,1.0e+00,0.421,1225,71,64,78,52,73,53,254,63
ENSG00000109814,UGDH,167.8,77.5,90.2,1.171,0.2,1.3e-01,1.0e+00,0.421,1226,70,97,74,69,92,87,97,85
ENSG00000168101,NUDT16L1,20,8.5,11.5,1.374,0.5,1.3e-01,1.0e+00,0.421,1226,6,10,8,10,11,14,10,11
ENSG00000135124,P2RX4,36.5,21,15.5,0.742,-0.4,1.3e-01,1.0e+00,0.421,1227,21,28,20,15,16,20,10,16
ENSG00000273594,EEF1D,240,145,95,0.657,-0.6,1.3e-01,1.0e+00,0.421,1227,128,212,172,68,150,52,104,74
ENSG00000259171,ENSG00000259171,37.2,9,28.2,3.118,1.6,1.3e-01,1.0e+00,0.4212,1228,0,0,21,15,0,63,24,26
ENSG00000171488,LRRC8C,21.2,12.5,8.8,0.703,-0.5,1.3e-01,1.0e+00,0.4214,1229,13,10,14,13,12,9,10,4
ENSG00000178307,TMEM11,37,16,21,1.319,0.4,1.3e-01,1.0e+00,0.4219,1231,11,17,15,21,18,18,23,25
ENSG00000134575,ACP2,48.5,20.8,27.8,1.342,0.4,1.3e-01,1.0e+00,0.4219,1232,21,21,17,24,16,36,31,28
ENSG00000007237,GAS7,32.5,23.5,9,0.393,-1.3,1.3e-01,1.0e+00,0.422,1232,13,13,7,61,7,0,7,22
ENSG00000118454,ANKRD13C,71,32.5,38.5,1.183,0.2,1.3e-01,1.0e+00,0.422,1233,36,34,32,28,40,38,41,35
ENSG00000180155,LYNX1,101.2,59,42.2,0.716,-0.5,1.3e-01,1.0e+00,0.422,1233,79,69,32,56,52,54,25,38
ENSG00000171992,SYNPO,407.8,227.2,180.5,0.794,-0.3,1.3e-01,1.0e+00,0.422,1234,214,261,149,285,182,162,153,225
ENSG00000174996,KLC2,40.2,17.5,22.8,1.322,0.4,1.3e-01,1.0e+00,0.4221,1234,13,21,21,15,21,24,30,16
ENSG00000134049,IER3IP1,45,25,20,0.81,-0.3,1.3e-01,1.0e+00,0.4221,1235,25,21,30,24,20,22,18,20
ENSG00000171865,RNASEH1,100.5,46,54.5,1.18,0.2,1.4e-01,1.0e+00,0.4221,1235,46,39,53,46,51,50,63,54
ENSG00000112367,FIG4,46,26.2,19.8,0.767,-0.4,1.4e-01,1.0e+00,0.4222,1236,25,34,22,24,20,24,13,22
ENSG00000213672,NCKIPSD,37.8,21.2,16.5,0.781,-0.4,1.4e-01,1.0e+00,0.4222,1236,16,25,21,23,14,20,14,18
ENSG00000108506,INTS2,14.2,3.8,10.5,2.794,1.5,1.4e-01,1.0e+00,0.4222,1237,1,0,12,2,13,0,12,17
ENSG00000144136,SLC20A1,59.8,33.5,26.2,0.795,-0.3,1.4e-01,1.0e+00,0.4224,1238,32,35,31,36,18,31,33,23
ENSG00000100650,SRSF5,425,199.2,225.8,1.135,0.2,1.4e-01,1.0e+00,0.4224,1238,183,215,206,193,223,251,223,206
ENSG00000102312,PORCN,20.2,12,8.2,0.691,-0.5,1.4e-01,1.0e+00,0.4229,1240,15,13,7,13,7,11,9,6
ENSG00000181804,SLC9A9,83.2,36.5,46.8,1.287,0.4,1.4e-01,1.0e+00,0.423,1241,31,36,37,42,58,56,28,45
ENSG00000103266,STUB1,111.2,51.5,59.8,1.165,0.2,1.4e-01,1.0e+00,0.423,1241,51,60,46,49,65,56,63,55
ENSG00000067365,METTL22,29.5,13,16.5,1.266,0.3,1.4e-01,1.0e+00,0.4232,1242,14,14,12,12,18,16,18,14
ENSG00000113522,RAD50,114.5,64.5,50,0.777,-0.4,1.4e-01,1.0e+00,0.4236,1244,48,64,80,66,71,36,48,45
ENSG00000030582,GRN,910.8,492,418.8,0.851,-0.2,1.4e-01,1.0e+00,0.4238,1245,436,483,487,562,342,423,404,506
ENSG00000083168,KAT6A,110.5,60.5,50,0.831,-0.3,1.4e-01,1.0e+00,0.4238,1245,64,62,58,58,57,41,41,61
ENSG00000138594,TMOD3,139.8,75.2,64.5,0.861,-0.2,1.4e-01,1.0e+00,0.4238,1246,82,80,72,67,70,61,71,56
ENSG00000134330,IAH1,78.8,35.5,43.2,1.212,0.3,1.4e-01,1.0e+00,0.4238,1246,32,39,37,34,41,55,41,36
ENSG00000011009,LYPLA2,40.2,17.5,22.8,1.322,0.4,1.4e-01,1.0e+00,0.4239,1247,12,16,25,17,23,19,27,22
ENSG00000157827,FMNL2,133.2,59.8,73.5,1.235,0.3,1.4e-01,1.0e+00,0.4239,1247,53,61,58,67,69,58,64,103
ENSG00000283868,ZBTB4,347.8,184.5,163.2,0.885,-0.2,1.4e-01,1.0e+00,0.4239,1247,180,187,188,183,172,141,167,173
ENSG00000013561,RNF14,78.8,36,42.8,1.189,0.2,1.4e-01,1.0e+00,0.424,1248,33,36,43,32,41,43,40,47
ENSG00000110080,ST3GAL4,54.2,23.5,30.8,1.324,0.4,1.4e-01,1.0e+00,0.424,1249,33,23,16,22,34,37,22,30
ENSG00000088038,CNOT3,66.5,25,41.5,1.667,0.7,1.4e-01,1.0e+00,0.424,1249,26,33,3,38,33,36,45,52
ENSG00000154380,ENAH,407.5,184.8,222.8,1.206,0.3,1.4e-01,1.0e+00,0.424,1250,166,154,215,204,246,208,265,172
ENSG00000130811,EIF3G,168.5,78.5,90,1.147,0.2,1.4e-01,1.0e+00,0.4241,1250,78,81,85,70,95,79,92,94
ENSG00000166503,HDGFL3,107.8,59,48.8,0.822,-0.3,1.4e-01,1.0e+00,0.4243,1251,63,54,69,50,38,55,58,44
ENSG00000088854,DNAAF9,129,59.5,69.5,1.167,0.2,1.4e-01,1.0e+00,0.4243,1252,66,54,57,61,75,58,78,67
ENSG00000087053,MTMR2,69.2,30.5,38.8,1.267,0.3,1.4e-01,1.0e+00,0.4245,1253,26,29,43,24,42,35,44,34
ENSG00000117697,NSL1,37,21.5,15.5,0.745,-0.4,1.4e-01,1.0e+00,0.4247,1254,13,20,27,26,15,13,17,17
ENSG00000105698,USF2,96.5,51.8,44.8,0.86,-0.2,1.4e-01,1.0e+00,0.4247,1254,55,51,55,46,40,47,44,48
ENSG00000284501,MGAT4B,537.2,246.8,290.5,1.176,0.2,1.4e-01,1.0e+00,0.4247,1255,224,226,306,231,266,276,346,274
ENSG00000172007,RAB33B,19.5,8.2,11.2,1.383,0.5,1.4e-01,1.0e+00,0.4247,1255,7,8,7,11,12,8,14,11
ENSG00000108946,PRKAR1A,806.8,377.8,429,1.135,0.2,1.4e-01,1.0e+00,0.4248,1256,355,379,408,369,390,474,447,405
ENSG00000015171,ZMYND11,208.5,112.5,96,0.853,-0.2,1.4e-01,1.0e+00,0.4251,1257,118,97,127,108,79,109,105,91
ENSG00000134909,ARHGAP32,36.2,20.8,15.5,0.774,-0.4,1.4e-01,1.0e+00,0.4252,1258,17,20,24,22,20,11,17,14
ENSG00000108984,MAP2K6,22.5,14,8.5,0.622,-0.7,1.4e-01,1.0e+00,0.4252,1258,18,21,10,7,11,12,7,4
ENSG00000050748,MAPK9,75,41.8,33.2,0.797,-0.3,1.4e-01,1.0e+00,0.4254,1259,37,33,43,54,27,30,42,34
ENSG00000141552,ANAPC11,53.5,23.5,30,1.29,0.4,1.4e-01,1.0e+00,0.4256,1260,26,27,21,20,32,37,19,32
ENSG00000196562,SULF2,222,139.8,82.2,0.59,-0.8,1.4e-01,1.0e+00,0.4258,1261,264,138,94,63,158,62,62,47
ENSG00000159784,FAM131B,18.8,11.5,7.2,0.647,-0.6,1.4e-01,1.0e+00,0.4259,1262,10,11,8,17,5,9,4,11
ENSG00000170961,HAS2,36.2,21.5,14.8,0.7,-0.5,1.4e-01,1.0e+00,0.4259,1262,20,31,16,19,12,10,24,13
ENSG00000197415,VEPH1,52.5,21.2,31.2,1.492,0.6,1.4e-01,1.0e+00,0.4262,1264,10,25,26,24,17,32,28,48
ENSG00000170854,RIOX2,44,24.8,19.2,0.777,-0.4,1.4e-01,1.0e+00,0.4262,1264,22,22,29,26,18,22,24,13
ENSG00000159792,PSKH1,96,43.5,52.5,1.206,0.3,1.4e-01,1.0e+00,0.4262,1265,56,43,38,37,55,45,52,58
ENSG00000143889,HNRNPLL,53,30.5,22.5,0.747,-0.4,1.4e-01,1.0e+00,0.4262,1265,38,27,21,36,26,19,29,16
ENSG00000258311,ENSG00000258311,18.5,13.2,5.2,0.402,-1.3,1.4e-01,1.0e+00,0.4262,1265,0,12,27,14,3,6,11,1
ENSG00000134107,BHLHE40,29,19.2,9.8,0.514,-1,1.4e-01,1.0e+00,0.4262,1266,29,12,26,10,11,5,22,1
ENSG00000176915,ANKLE2,132.5,59.8,72.8,1.222,0.3,1.4e-01,1.0e+00,0.4273,1270,70,66,60,43,82,74,78,57
ENSG00000285246,NEDD8,146,67.5,78.5,1.166,0.2,1.4e-01,1.0e+00,0.4282,1273,73,61,77,59,89,78,77,70
ENSG00000177119,ANO6,303.5,141.5,162,1.143,0.2,1.4e-01,1.0e+00,0.4284,1274,142,138,138,148,144,182,144,178
ENSG00000170004,CHD3,768.5,406.8,361.8,0.89,-0.2,1.4e-01,1.0e+00,0.429,1276,407,413,413,394,359,377,326,385
ENSG00000196458,ZNF605,39.5,22.2,17.2,0.802,-0.3,1.4e-01,1.0e+00,0.4292,1277,19,24,26,20,20,14,18,17
ENSG00000168487,BMP1,205.5,96,109.5,1.143,0.2,1.4e-01,1.0e+00,0.4297,1279,87,102,100,95,127,104,106,101
ENSG00000132963,POMP,88.2,39.2,49,1.246,0.3,1.4e-01,1.0e+00,0.4306,1282,52,32,33,40,55,55,48,38
ENSG00000130024,PHF10,108,48,60,1.247,0.3,1.4e-01,1.0e+00,0.4308,1283,43,45,62,42,51,69,74,46
ENSG00000169919,GUSB,67.8,30.2,37.5,1.238,0.3,1.4e-01,1.0e+00,0.4308,1283,26,28,28,39,31,45,40,34
ENSG00000100075,SLC25A1,91.2,40.5,50.8,1.253,0.3,1.4e-01,1.0e+00,0.4308,1284,38,33,53,38,67,41,46,49
ENSG00000213782,DDX47,61.5,33.8,27.8,0.826,-0.3,1.4e-01,1.0e+00,0.4308,1284,33,32,38,32,27,22,31,31
ENSG00000267023,LRRC37A16P,38.2,21.8,16.5,0.764,-0.4,1.4e-01,1.0e+00,0.4308,1285,20,28,21,18,11,20,17,18
ENSG00000100227,POLDIP3,133.8,72.5,61.2,0.849,-0.2,1.4e-01,1.0e+00,0.4313,1287,87,69,67,67,67,52,58,68
ENSG00000150403,TMCO3,305,142.5,162.5,1.138,0.2,1.4e-01,1.0e+00,0.4317,1288,140,135,151,144,154,184,142,170
ENSG00000100697,DICER1,138.2,64.2,74,1.156,0.2,1.4e-01,1.0e+00,0.4317,1289,57,75,60,65,70,69,77,80
ENSG00000204681,GABBR1,29.2,9.8,19.5,1.972,1,1.4e-01,1.0e+00,0.4317,1289,13,13,12,1,29,26,20,3
ENSG00000100243,CYB5R3,1160.2,537.2,623,1.16,0.2,1.4e-01,1.0e+00,0.4317,1289,482,597,617,453,608,610,685,589
ENSG00000147852,VLDLR,130.8,74.5,56.2,0.754,-0.4,1.4e-01,1.0e+00,0.4317,1290,60,114,44,80,50,58,58,59
ENSG00000282725,CORO7,18,10.5,7.5,0.731,-0.5,1.4e-01,1.0e+00,0.4319,1291,10,11,10,11,10,8,5,7
ENSG00000077585,GPR137B,54.8,23.2,31.5,1.362,0.4,1.4e-01,1.0e+00,0.4319,1291,30,17,26,20,18,43,36,29
ENSG00000166575,TMEM135,32,17.8,14.2,0.796,-0.3,1.4e-01,1.0e+00,0.4319,1292,17,14,21,19,13,16,14,14
ENSG00000106070,GRB10,58.8,24.8,34,1.358,0.4,1.4e-01,1.0e+00,0.4319,1292,25,17,33,24,50,22,33,31
ENSG00000116473,RAP1A,87.2,40,47.2,1.179,0.2,1.4e-01,1.0e+00,0.4322,1293,38,35,46,41,45,52,42,50
ENSG00000280858,RPL7A,1776,954.5,821.5,0.86,-0.2,1.4e-01,1.0e+00,0.4322,1294,1012,969,1022,815,967,748,847,724
ENSG00000117118,SDHB,69.5,31,38.5,1.239,0.3,1.4e-01,1.0e+00,0.4322,1294,29,27,30,38,39,28,41,46
ENSG00000061794,MRPS35,45.2,20,25.2,1.282,0.4,1.4e-01,1.0e+00,0.4322,1295,14,25,22,19,27,21,31,22
ENSG00000136160,EDNRB,49.8,17.2,32.5,1.858,0.9,1.4e-01,1.0e+00,0.4324,1296,22,7,30,10,51,9,52,18
ENSG00000048649,RSF1,130.5,70.2,60.2,0.86,-0.2,1.4e-01,1.0e+00,0.4327,1297,59,73,71,78,60,53,65,63
ENSG00000121903,ZSCAN20,23.8,13.8,10,0.731,-0.5,1.4e-01,1.0e+00,0.4328,1298,15,16,10,14,7,9,11,13
ENSG00000116128,BCL9,34,19.5,14.5,0.746,-0.4,1.4e-01,1.0e+00,0.4328,1298,17,20,15,26,18,16,9,15
ENSG00000180488,MIGA1,46.5,19.8,26.8,1.368,0.5,1.4e-01,1.0e+00,0.4328,1299,13,21,29,16,18,28,32,29
ENSG00000119906,SLF2,68.5,38,30.5,0.808,-0.3,1.4e-01,1.0e+00,0.4328,1299,33,32,44,43,27,25,32,38
ENSG00000278211,TRIM69,33.2,21.8,11.5,0.551,-0.9,1.4e-01,1.0e+00,0.4328,1300,26,22,15,24,22,1,5,18
ENSG00000180992,MRPL14,25,14.2,10.8,0.758,-0.4,1.4e-01,1.0e+00,0.4328,1300,17,13,13,14,14,9,12,8
ENSG00000143390,RFX5,56.2,33,23.2,0.713,-0.5,1.4e-01,1.0e+00,0.4328,1301,47,21,40,24,21,30,27,15
ENSG00000197780,TAF13,46.5,21,25.5,1.236,0.3,1.4e-01,1.0e+00,0.4328,1301,16,24,23,21,25,28,28,21
ENSG00000173418,NAA20,53,22.2,30.8,1.396,0.5,1.4e-01,1.0e+00,0.4328,1301,28,24,13,24,36,37,16,34
ENSG00000157693,TMEM268,19,11.5,7.5,0.669,-0.6,1.4e-01,1.0e+00,0.4328,1302,11,12,14,9,4,7,13,6
ENSG00000117620,SLC35A3,50.2,22.2,28,1.271,0.3,1.4e-01,1.0e+00,0.4328,1302,17,26,20,26,21,35,27,29
ENSG00000108559,NUP88,60,25.8,34.2,1.331,0.4,1.4e-01,1.0e+00,0.4328,1303,24,30,31,18,39,36,20,42
ENSG00000099968,BCL2L13,100.2,55.2,45,0.816,-0.3,1.4e-01,1.0e+00,0.4328,1303,52,50,66,53,36,44,40,60
