name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,N61311_Ctrl,N052611_Ctrl,N080611_Ctrl,N061011_Ctrl,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex
ENSG00000241258,CRCP,54.2,28,26.2,0.937,-0.1,6.3e-01,1.0e+00,0.8529,5773,21,33,30,28,27,28,22,28
ENSG00000151552,QDPR,29.2,13.8,15.5,1.112,0.2,6.3e-01,1.0e+00,0.8534,5776,17,10,13,15,16,24,13,9
ENSG00000142961,MOB3C,33.2,16,17.2,1.083,0.1,6.3e-01,1.0e+00,0.8534,5777,13,14,16,21,18,21,16,14
ENSG00000113161,HMGCR,31.5,16.2,15.2,0.929,-0.1,6.3e-01,1.0e+00,0.8534,5778,18,13,17,17,14,16,13,18
ENSG00000145425,RPS3A,1453.2,745.5,707.8,0.949,-0.1,6.3e-01,1.0e+00,0.8534,5779,921,740,652,669,847,695,683,606
ENSG00000104164,BLOC1S6,182.8,93.2,89.5,0.958,-0.1,6.3e-01,1.0e+00,0.8534,5780,90,93,102,88,91,99,93,75
ENSG00000177370,TIMM22,24.5,11,13.5,1.22,0.3,6.3e-01,1.0e+00,0.8534,5781,15,13,0,16,13,10,21,10
ENSG00000146859,TMEM140,100,48,52,1.091,0.1,6.3e-01,1.0e+00,0.8534,5782,37,44,65,46,45,66,32,65
ENSG00000140859,KIFC3,57.5,27.2,30.2,1.113,0.2,6.3e-01,1.0e+00,0.8534,5782,34,23,22,30,29,17,50,25
ENSG00000143537,ADAM15,122.2,59.8,62.5,1.049,0.1,6.3e-01,1.0e+00,0.8534,5783,64,66,54,55,63,53,65,69
ENSG00000147416,ATP6V1B2,189.5,91.8,97.8,1.065,0.1,6.3e-01,1.0e+00,0.8534,5784,98,69,83,117,103,95,77,116
ENSG00000105258,POLR2I,22.5,11.8,10.8,0.915,-0.1,6.3e-01,1.0e+00,0.8534,5785,13,11,14,9,11,8,13,11
ENSG00000082212,ME2,44.5,23.2,21.2,0.913,-0.1,6.3e-01,1.0e+00,0.8534,5786,18,22,26,27,14,29,16,26
ENSG00000151461,UPF2,95.5,46,49.5,1.069,0.1,6.3e-01,1.0e+00,0.8534,5787,38,54,48,44,36,47,50,65
ENSG00000171812,COL8A2,51,23.5,27.5,1.182,0.2,6.3e-01,1.0e+00,0.8534,5788,9,38,13,34,12,41,21,36
ENSG00000146463,ZMYM4,124,60.2,63.8,1.059,0.1,6.3e-01,1.0e+00,0.8534,5788,54,56,71,60,78,53,71,53
ENSG00000142751,GPN2,49.5,23.8,25.8,1.083,0.1,6.3e-01,1.0e+00,0.8534,5789,18,20,30,27,27,19,26,31
ENSG00000166024,R3HCC1L,30.8,14.8,16,1.09,0.1,6.3e-01,1.0e+00,0.8534,5790,13,10,21,15,14,17,16,17
ENSG00000131748,STARD3,68.8,33.2,35.5,1.087,0.1,6.3e-01,1.0e+00,0.8534,5791,35,30,26,42,47,42,30,23
ENSG00000108381,ASPA,31,16.5,14.5,0.881,-0.2,6.3e-01,1.0e+00,0.8534,5792,14,16,11,25,22,18,7,11
ENSG00000172638,EFEMP2,488.2,252,236.2,0.936,-0.1,6.3e-01,1.0e+00,0.8536,5794,193,263,284,268,157,238,277,273
ENSG00000183808,RBM12B,46.5,24.8,21.8,0.887,-0.2,6.3e-01,1.0e+00,0.8536,5795,21,33,29,16,15,14,38,20
ENSG00000142230,SAE1,142.2,72.5,69.8,0.961,-0.1,6.3e-01,1.0e+00,0.8536,5796,69,68,73,80,70,65,69,75
ENSG00000187954,ZFTRAF1,43.2,20.5,22.8,1.11,0.1,6.3e-01,1.0e+00,0.8539,5799,35,15,14,18,19,20,23,29
ENSG00000160211,G6PD,317,165.8,151.2,0.913,-0.1,6.3e-01,1.0e+00,0.8539,5799,211,128,161,163,247,99,132,127
ENSG00000154832,CXXC1,64.8,33.5,31.2,0.937,-0.1,6.3e-01,1.0e+00,0.8539,5800,38,27,33,36,39,24,30,32
ENSG00000113068,PFDN1,66.2,34.2,32,0.935,-0.1,6.3e-01,1.0e+00,0.8544,5804,34,41,29,33,42,25,31,30
ENSG00000125037,EMC3,107.2,52.2,55,1.05,0.1,6.3e-01,1.0e+00,0.8544,5806,50,44,63,52,55,57,58,50
ENSG00000112308,C6orf62,142.5,73.5,69,0.94,-0.1,6.4e-01,1.0e+00,0.8548,5809,75,85,69,65,75,89,51,61
ENSG00000086827,ZW10,25.2,11.8,13.5,1.128,0.2,6.4e-01,1.0e+00,0.855,5811,15,11,11,10,9,19,19,7
ENSG00000121766,ZCCHC17,47,24.8,22.2,0.917,-0.1,6.4e-01,1.0e+00,0.855,5812,22,29,21,27,21,34,18,16
ENSG00000056050,HPF1,21.5,11.2,10.2,0.89,-0.2,6.4e-01,1.0e+00,0.8557,5818,14,9,13,9,11,16,5,9
ENSG00000005882,PDK2,84.2,43.5,40.8,0.939,-0.1,6.4e-01,1.0e+00,0.8557,5818,40,45,46,43,40,43,28,52
ENSG00000115760,BIRC6,266.5,130.5,136,1.043,0.1,6.4e-01,1.0e+00,0.8559,5821,138,123,123,138,139,113,153,139
ENSG00000005156,LIG3,23.8,12.8,11,0.865,-0.2,6.4e-01,1.0e+00,0.8559,5822,22,12,9,8,13,7,18,6
ENSG00000142546,NOSIP,39.8,21,18.8,0.908,-0.1,6.4e-01,1.0e+00,0.8559,5823,16,28,22,18,24,11,15,25
ENSG00000150779,TIMM8B,20.2,9.8,10.5,1.098,0.1,6.4e-01,1.0e+00,0.8559,5824,13,8,8,10,13,11,8,10
ENSG00000146842,TMEM209,27.5,14.5,13,0.902,-0.1,6.4e-01,1.0e+00,0.8559,5824,14,11,23,10,11,12,12,17
ENSG00000152784,PRDM8,76,41,35,0.849,-0.2,6.4e-01,1.0e+00,0.8559,5825,17,34,80,33,20,25,67,28
ENSG00000002586,CD99,706.8,345.5,361.2,1.046,0.1,6.4e-01,1.0e+00,0.8559,5826,313,334,413,322,343,408,373,321
ENSG00000128534,LSM8,42.8,20.8,22,1.078,0.1,6.4e-01,1.0e+00,0.8559,5827,14,23,27,19,26,21,21,20
ENSG00000040487,SLC66A1,19.2,9.2,10,1.103,0.1,6.4e-01,1.0e+00,0.8559,5828,11,6,10,10,8,10,13,9
ENSG00000198356,GET3,94,48.2,45.8,0.946,-0.1,6.4e-01,1.0e+00,0.8559,5829,54,45,51,43,54,35,50,44
ENSG00000165055,METTL2B,44.2,23.2,21,0.92,-0.1,6.4e-01,1.0e+00,0.8559,5830,16,33,23,21,20,25,16,23
ENSG00000198695,MT-ND6,2024.5,973.5,1051,1.079,0.1,6.4e-01,1.0e+00,0.8559,5830,726,1093,1271,804,885,1336,1218,765
ENSG00000182934,SRPRA,251.8,128,123.8,0.966,-0.1,6.4e-01,1.0e+00,0.8559,5831,123,139,122,128,122,118,127,128
ENSG00000170852,KBTBD2,53.8,25.8,28,1.082,0.1,6.4e-01,1.0e+00,0.856,5832,26,16,34,27,22,31,27,32
ENSG00000156735,BAG4,54.5,26,28.5,1.092,0.1,6.4e-01,1.0e+00,0.856,5834,23,22,33,26,16,32,32,34
ENSG00000176340,COX8A,88.8,42.8,46,1.07,0.1,6.4e-01,1.0e+00,0.8561,5835,57,44,33,37,35,52,51,46
ENSG00000107938,EDRF1,30,15.8,14.2,0.922,-0.1,6.4e-01,1.0e+00,0.8562,5837,14,17,16,16,20,11,14,12
ENSG00000173821,RNF213,528.8,258.2,270.5,1.047,0.1,6.4e-01,1.0e+00,0.8563,5838,264,245,277,247,263,213,294,312
ENSG00000134901,POGLUT2,25,12,13,1.101,0.1,6.4e-01,1.0e+00,0.8563,5839,12,16,8,12,17,11,14,10
ENSG00000125170,DOK4,42.8,20.5,22.2,1.104,0.1,6.4e-01,1.0e+00,0.8563,5840,12,27,14,29,20,23,21,25
ENSG00000131620,ANO1,107.8,49,58.8,1.201,0.3,6.4e-01,1.0e+00,0.8563,5841,26,71,20,79,14,66,97,58
ENSG00000160336,ZNF761,30.2,14.5,15.8,1.071,0.1,6.4e-01,1.0e+00,0.8563,5842,13,16,15,14,16,17,13,17
ENSG00000263290,SCAMP3,71.2,31.5,39.8,1.265,0.3,6.4e-01,1.0e+00,0.8563,5843,37,45,2,42,52,52,3,52
ENSG00000151746,BICD1,24.2,13,11.2,0.884,-0.2,6.4e-01,1.0e+00,0.8563,5843,12,9,20,11,11,5,13,16
ENSG00000104973,MED25,54.8,28.8,26,0.918,-0.1,6.4e-01,1.0e+00,0.8566,5846,31,24,39,21,20,36,25,23
ENSG00000160917,CPSF4,28.8,13.8,15,1.093,0.1,6.4e-01,1.0e+00,0.8566,5847,12,17,10,16,11,17,17,15
ENSG00000100982,PCIF1,43.8,20.8,23,1.092,0.1,6.4e-01,1.0e+00,0.8566,5848,18,15,27,23,25,24,14,29
ENSG00000100410,PHF5A,22.2,10.8,11.5,1.09,0.1,6.4e-01,1.0e+00,0.8566,5849,9,10,14,10,12,13,12,9
ENSG00000164244,PRRC1,120.2,62,58.2,0.944,-0.1,6.4e-01,1.0e+00,0.8566,5850,63,60,62,63,75,54,62,42
ENSG00000243317,STMP1,63,32.8,30.2,0.934,-0.1,6.4e-01,1.0e+00,0.8566,5850,34,33,24,40,35,33,23,30
ENSG00000144659,SLC25A38,40.5,19.5,21,1.097,0.1,6.4e-01,1.0e+00,0.8566,5851,12,21,29,16,19,25,19,21
ENSG00000224740,FLOT1,63,34.5,28.5,0.828,-0.3,6.4e-01,1.0e+00,0.8566,5852,22,5,53,58,28,50,19,17
ENSG00000283068,IBTK,98.5,48,50.5,1.05,0.1,6.4e-01,1.0e+00,0.8566,5853,38,52,52,50,52,49,50,51
ENSG00000075790,BCAP29,62.5,30,32.5,1.087,0.1,6.4e-01,1.0e+00,0.8569,5856,21,23,32,44,34,31,26,39
ENSG00000104375,STK3,64.8,31,33.8,1.087,0.1,6.4e-01,1.0e+00,0.8569,5857,38,25,31,30,36,44,19,36
ENSG00000128791,TWSG1,886,430.2,455.8,1.059,0.1,6.4e-01,1.0e+00,0.8569,5858,506,314,473,428,449,367,532,475
ENSG00000085998,POMGNT1,95.8,46,49.8,1.08,0.1,6.4e-01,1.0e+00,0.8569,5859,40,38,67,39,55,45,62,37
ENSG00000183527,PSMG1,25.8,13.5,12.2,0.894,-0.2,6.4e-01,1.0e+00,0.8571,5861,13,8,17,16,10,19,13,7
ENSG00000205629,LCMT1,34.5,16.5,18,1.082,0.1,6.4e-01,1.0e+00,0.8571,5862,19,17,19,11,16,22,16,18
ENSG00000099804,CDC34,54,28.2,25.8,0.924,-0.1,6.4e-01,1.0e+00,0.8571,5862,35,21,29,28,29,33,24,17
ENSG00000148019,CEP78,25,13,12,0.925,-0.1,6.4e-01,1.0e+00,0.8571,5863,13,12,16,11,13,11,10,14
ENSG00000276482,SLC12A7,27.5,12,15.5,1.311,0.4,6.4e-01,1.0e+00,0.8571,5864,25,0,16,7,24,0,20,18
ENSG00000114867,EIF4G1,657.8,322,335.8,1.044,0.1,6.4e-01,1.0e+00,0.8571,5865,336,329,338,285,330,313,404,296
ENSG00000189129,PLAC9,46.2,24.8,21.5,0.881,-0.2,6.4e-01,1.0e+00,0.8571,5866,18,42,14,25,30,28,14,14
ENSG00000147687,TATDN1,21.2,10,11.2,1.12,0.2,6.4e-01,1.0e+00,0.8575,5870,8,12,10,10,12,16,5,12
ENSG00000085185,BCORL1,35.8,18.8,17,0.913,-0.1,6.4e-01,1.0e+00,0.8576,5871,25,18,16,16,21,17,10,20
ENSG00000198886,MT-ND4,6546.2,3177.8,3368.5,1.06,0.1,6.4e-01,1.0e+00,0.8578,5873,2674,3578,3547,2912,3130,4463,2980,2901
ENSG00000168397,ATG4B,68.8,33,35.8,1.091,0.1,6.4e-01,1.0e+00,0.8578,5874,30,45,20,37,47,36,33,27
ENSG00000205250,E2F4,84,40.5,43.5,1.066,0.1,6.4e-01,1.0e+00,0.8578,5875,41,42,35,44,55,34,51,34
ENSG00000068400,GRIPAP1,54.8,28.8,26,0.912,-0.1,6.4e-01,1.0e+00,0.8578,5876,19,40,31,25,30,35,18,21
ENSG00000087460,GNAS,1297.5,663.8,633.8,0.955,-0.1,6.4e-01,1.0e+00,0.858,5878,552,707,701,695,510,667,662,696
ENSG00000198763,MT-ND2,2553.2,1241.8,1311.5,1.056,0.1,6.4e-01,1.0e+00,0.858,5879,1074,1320,1480,1093,1200,1626,1335,1085
ENSG00000087111,PIGS,95.5,46.2,49.2,1.064,0.1,6.4e-01,1.0e+00,0.858,5880,38,48,61,38,41,49,52,55
ENSG00000280831,RPS25,671.5,344.2,327.2,0.952,-0.1,6.4e-01,1.0e+00,0.858,5881,368,333,322,354,430,285,302,292
ENSG00000160194,NDUFV3,58,30,28,0.937,-0.1,6.4e-01,1.0e+00,0.858,5882,31,25,39,25,27,25,30,30
ENSG00000142949,PTPRF,189,98.2,90.8,0.921,-0.1,6.4e-01,1.0e+00,0.858,5882,75,127,93,98,57,85,135,86
ENSG00000114346,ECT2,31.5,15,16.5,1.12,0.2,6.4e-01,1.0e+00,0.8581,5884,13,13,9,25,19,22,11,14
ENSG00000095787,WAC,191,97.2,93.8,0.963,-0.1,6.4e-01,1.0e+00,0.8581,5885,89,92,105,103,98,95,85,97
ENSG00000166228,PCBD1,38.8,18.5,20.2,1.115,0.2,6.4e-01,1.0e+00,0.8581,5886,25,21,8,20,24,21,13,23
ENSG00000108039,XPNPEP1,110.5,56.5,54,0.953,-0.1,6.4e-01,1.0e+00,0.8581,5887,50,49,61,66,53,48,58,57
ENSG00000116117,PARD3B,70,32.5,37.5,1.165,0.2,6.4e-01,1.0e+00,0.8582,5888,31,58,14,27,25,16,53,56
ENSG00000120451,SNX19,346.2,177.8,168.5,0.95,-0.1,6.4e-01,1.0e+00,0.8582,5889,187,192,182,150,204,145,187,138
ENSG00000182400,TRAPPC6B,46.8,22.5,24.2,1.084,0.1,6.4e-01,1.0e+00,0.8586,5892,13,24,27,26,28,21,27,21
ENSG00000119720,NRDE2,31.5,16.8,14.8,0.899,-0.2,6.4e-01,1.0e+00,0.8586,5893,13,18,15,21,9,10,22,18
ENSG00000123124,WWP1,76.5,37,39.5,1.06,0.1,6.4e-01,1.0e+00,0.8586,5894,38,43,40,27,38,39,45,36
ENSG00000130830,MPP1,29.8,14.2,15.5,1.091,0.1,6.4e-01,1.0e+00,0.8586,5895,12,10,20,15,17,19,14,12
ENSG00000122557,HERPUD2,65.5,32,33.5,1.052,0.1,6.4e-01,1.0e+00,0.8586,5896,33,30,30,35,33,32,30,39
ENSG00000076984,MAP2K7,59.2,30.8,28.5,0.937,-0.1,6.4e-01,1.0e+00,0.8586,5897,34,34,23,32,29,29,22,34
ENSG00000159592,GPBP1L1,96.5,50,46.5,0.932,-0.1,6.4e-01,1.0e+00,0.8586,5898,36,65,51,48,43,62,40,41
ENSG00000110318,CEP126,37.8,20,17.8,0.904,-0.1,6.4e-01,1.0e+00,0.8586,5899,12,26,26,16,13,24,19,15
ENSG00000183137,CEP57L1,27.8,13.2,14.5,1.096,0.1,6.4e-01,1.0e+00,0.8586,5899,13,13,16,11,17,20,9,12
ENSG00000118705,RPN2,451.8,229.5,222.2,0.967,0,6.5e-01,1.0e+00,0.8593,5905,219,230,243,226,219,236,222,212
ENSG00000124191,TOX2,20.2,11.2,9,0.818,-0.3,6.5e-01,1.0e+00,0.8594,5906,10,3,25,7,13,2,13,8
ENSG00000181924,COA4,31,15,16,1.087,0.1,6.5e-01,1.0e+00,0.8603,5913,13,14,20,13,16,11,17,20
ENSG00000167693,NXN,148,77.2,70.8,0.917,-0.1,6.5e-01,1.0e+00,0.8603,5914,97,62,88,62,81,66,97,39
ENSG00000181904,C5orf24,125,60.8,64.2,1.054,0.1,6.5e-01,1.0e+00,0.8603,5915,64,49,72,58,71,59,54,73
ENSG00000106346,USP42,20.2,10.8,9.5,0.903,-0.1,6.5e-01,1.0e+00,0.8605,5917,10,7,16,10,12,10,7,9
ENSG00000105429,MEGF8,342.2,168.2,174,1.035,0,6.5e-01,1.0e+00,0.8606,5919,175,149,176,173,166,177,173,180
ENSG00000024048,UBR2,116,59.5,56.5,0.949,-0.1,6.5e-01,1.0e+00,0.8606,5920,53,54,66,65,53,69,46,58
ENSG00000172936,MYD88,65,34,31,0.918,-0.1,6.5e-01,1.0e+00,0.8606,5921,49,32,28,27,37,40,26,21
ENSG00000064763,FAR2,24.8,12,12.8,1.083,0.1,6.5e-01,1.0e+00,0.8606,5922,12,11,14,11,13,14,15,9
ENSG00000022277,RTF2,168.5,82.5,86,1.04,0.1,6.5e-01,1.0e+00,0.8606,5923,85,89,84,72,91,82,91,80
ENSG00000135930,EIF4E2,119.5,58.2,61.2,1.057,0.1,6.5e-01,1.0e+00,0.8606,5924,61,76,48,48,63,66,60,56
ENSG00000125520,SLC2A4RG,84.8,43.8,41,0.933,-0.1,6.5e-01,1.0e+00,0.8606,5924,53,52,30,40,42,43,48,31
ENSG00000135047,CTSL,443.2,216.5,226.8,1.048,0.1,6.5e-01,1.0e+00,0.8606,5925,188,224,266,188,197,238,230,242
ENSG00000198198,SZT2,118.2,58,60.2,1.045,0.1,6.5e-01,1.0e+00,0.8606,5926,56,58,67,51,64,53,62,62
ENSG00000130589,HELZ2,55.8,26.8,29,1.094,0.1,6.5e-01,1.0e+00,0.8607,5927,37,24,25,21,42,19,24,31
ENSG00000197969,VPS13A,192.2,98.8,93.5,0.947,-0.1,6.5e-01,1.0e+00,0.8607,5928,87,92,104,112,71,87,117,99
ENSG00000120686,UFM1,157.2,80.2,77,0.958,-0.1,6.5e-01,1.0e+00,0.8607,5929,73,73,97,78,75,74,84,75
ENSG00000100225,FBXO7,144,73.8,70.2,0.954,-0.1,6.5e-01,1.0e+00,0.8609,5931,77,82,69,67,69,67,60,85
ENSG00000158526,TSR2,77,39.8,37.2,0.943,-0.1,6.5e-01,1.0e+00,0.8609,5932,30,42,45,42,34,45,34,36
ENSG00000275700,AATF,59,27,32,1.188,0.2,6.5e-01,1.0e+00,0.8611,5934,40,29,1,38,30,34,34,30
ENSG00000099875,MKNK2,138.2,66.5,71.8,1.076,0.1,6.5e-01,1.0e+00,0.8611,5935,58,88,59,61,88,81,44,74
ENSG00000144468,RHBDD1,54,27.8,26.2,0.947,-0.1,6.5e-01,1.0e+00,0.8611,5936,23,28,31,29,26,24,26,29
ENSG00000197323,TRIM33,65.5,31.8,33.8,1.071,0.1,6.5e-01,1.0e+00,0.8611,5937,32,21,34,40,28,35,35,37
ENSG00000149313,AASDHPPT,53.8,28,25.8,0.927,-0.1,6.5e-01,1.0e+00,0.8614,5941,26,32,27,27,33,29,15,26
ENSG00000114904,NEK4,37.2,19.5,17.8,0.908,-0.1,6.5e-01,1.0e+00,0.8617,5943,22,14,21,21,10,22,25,14
ENSG00000198712,MT-CO2,4625.2,2214.2,2411,1.089,0.1,6.5e-01,1.0e+00,0.8617,5944,1340,2589,3146,1782,2031,2854,2872,1887
ENSG00000002822,MAD1L1,25.5,12,13.5,1.123,0.2,6.5e-01,1.0e+00,0.8617,5945,17,17,8,6,13,12,12,17
ENSG00000234651,BAG6,81.8,34.2,47.5,1.373,0.5,6.5e-01,1.0e+00,0.8621,5949,0,10,30,97,0,67,55,68
ENSG00000147669,POLR2K,37.8,19.8,18,0.92,-0.1,6.5e-01,1.0e+00,0.8624,5951,23,15,20,21,17,14,27,14
ENSG00000166855,CLPX,69.2,33.8,35.5,1.057,0.1,6.5e-01,1.0e+00,0.8624,5952,35,39,27,34,30,36,41,35
ENSG00000113742,CPEB4,53.8,28,25.8,0.931,-0.1,6.5e-01,1.0e+00,0.8624,5953,28,21,28,35,25,23,34,21
ENSG00000283100,SIRT2,102.2,52.8,49.5,0.942,-0.1,6.5e-01,1.0e+00,0.8624,5954,60,47,57,47,63,36,47,52
ENSG00000152409,JMY,72.8,37.5,35.2,0.941,-0.1,6.5e-01,1.0e+00,0.8624,5955,41,36,30,43,33,43,27,38
ENSG00000152291,TGOLN2,691.8,339,352.8,1.041,0.1,6.5e-01,1.0e+00,0.8624,5956,339,363,304,350,314,383,318,396
ENSG00000204272,NBDY,31.5,16.8,14.8,0.908,-0.1,6.5e-01,1.0e+00,0.8624,5957,11,26,14,16,18,11,14,16
ENSG00000261796,ISY1-RAB43,45.8,25.8,20,0.767,-0.4,6.5e-01,1.0e+00,0.8624,5957,39,0,40,24,18,27,35,0
ENSG00000100330,MTMR3,144,70.8,73.2,1.039,0.1,6.5e-01,1.0e+00,0.8624,5958,74,72,70,67,68,82,75,68
ENSG00000164466,SFXN1,61.8,32.2,29.5,0.92,-0.1,6.5e-01,1.0e+00,0.8624,5959,31,23,36,39,24,27,45,22
ENSG00000186283,TOR3A,58.5,28.2,30.2,1.084,0.1,6.5e-01,1.0e+00,0.8626,5961,32,20,22,39,32,27,24,38
ENSG00000123395,ATG101,47.8,25,22.8,0.921,-0.1,6.5e-01,1.0e+00,0.8626,5962,36,20,25,19,21,17,26,27
ENSG00000130313,PGLS,75.2,39,36.2,0.931,-0.1,6.5e-01,1.0e+00,0.8629,5966,51,38,29,38,36,28,32,49
ENSG00000165283,STOML2,90,43.8,46.2,1.051,0.1,6.5e-01,1.0e+00,0.8629,5966,51,38,39,47,39,50,50,46
ENSG00000166922,SCG5,25.5,13.5,12,0.875,-0.2,6.5e-01,1.0e+00,0.8629,5967,17,14,6,17,7,19,7,15
ENSG00000171853,TRAPPC12,52.8,27.2,25.5,0.946,-0.1,6.5e-01,1.0e+00,0.8629,5968,32,27,23,27,23,26,27,26
ENSG00000204435,CSNK2B,67.5,38.2,29.2,0.759,-0.4,6.5e-01,1.0e+00,0.8629,5969,42,25,43,43,0,68,49,0
ENSG00000171456,ASXL1,142.5,73.8,68.8,0.93,-0.1,6.5e-01,1.0e+00,0.8629,5970,77,87,77,54,43,87,66,79
ENSG00000167863,ATP5PD,132.2,67.8,64.5,0.955,-0.1,6.5e-01,1.0e+00,0.8629,5971,66,66,68,71,78,66,63,51
ENSG00000127540,UQCR11,77.8,37,40.8,1.108,0.1,6.5e-01,1.0e+00,0.8629,5972,54,30,42,22,61,33,26,43
ENSG00000006015,REX1BD,32.8,17.5,15.2,0.889,-0.2,6.5e-01,1.0e+00,0.8629,5972,22,15,9,24,24,9,16,12
ENSG00000282986,EIF3K,119.8,61.8,58,0.944,-0.1,6.5e-01,1.0e+00,0.8629,5973,65,58,73,51,59,73,56,44
ENSG00000121060,TRIM25,134.8,69,65.8,0.956,-0.1,6.5e-01,1.0e+00,0.8629,5974,74,74,62,66,78,66,56,63
ENSG00000113716,HMGXB3,96.2,50,46.2,0.928,-0.1,6.5e-01,1.0e+00,0.8629,5975,37,58,64,41,43,62,46,34
ENSG00000179387,ELMOD2,61.8,30,31.8,1.071,0.1,6.5e-01,1.0e+00,0.8629,5976,30,34,23,33,25,38,38,26
ENSG00000158850,B4GALT3,24.5,11.8,12.8,1.084,0.1,6.5e-01,1.0e+00,0.8629,5977,12,14,12,9,13,16,12,10
ENSG00000129675,ARHGEF6,71,34.8,36.2,1.05,0.1,6.5e-01,1.0e+00,0.8629,5978,32,36,38,33,31,39,38,37
ENSG00000133884,DPF2,91.5,47,44.5,0.949,-0.1,6.5e-01,1.0e+00,0.8629,5979,42,47,58,41,52,44,38,44
ENSG00000065135,GNAI3,145.8,74.5,71.2,0.956,-0.1,6.5e-01,1.0e+00,0.863,5980,87,67,68,76,77,77,71,60
ENSG00000163374,YY1AP1,87,44.5,42.5,0.951,-0.1,6.5e-01,1.0e+00,0.863,5981,43,41,49,45,53,41,40,36
ENSG00000276536,HRAS,21,9.5,11.5,1.205,0.3,6.5e-01,1.0e+00,0.8631,5982,10,13,2,13,6,5,10,25
ENSG00000141338,ABCA8,329.8,160.2,169.5,1.056,0.1,6.5e-01,1.0e+00,0.8633,5984,163,144,189,145,223,171,139,145
ENSG00000164176,EDIL3,202.8,106.5,96.2,0.902,-0.1,6.5e-01,1.0e+00,0.8634,5986,66,72,129,159,57,81,125,122
ENSG00000139505,MTMR6,65,31.5,33.5,1.069,0.1,6.5e-01,1.0e+00,0.8634,5987,29,24,32,41,35,38,25,36
ENSG00000176623,RMDN1,106.5,51.8,54.8,1.058,0.1,6.5e-01,1.0e+00,0.8634,5988,60,44,48,55,69,58,49,43
ENSG00000198522,GPN1,46.8,24.5,22.2,0.926,-0.1,6.5e-01,1.0e+00,0.8634,5988,25,32,18,23,22,29,16,22
ENSG00000173889,PHC3,133.2,65.2,68,1.047,0.1,6.5e-01,1.0e+00,0.8636,5990,68,69,74,50,69,72,64,67
ENSG00000163634,THOC7,45.8,22,23.8,1.079,0.1,6.6e-01,1.0e+00,0.8636,5991,18,18,30,22,18,31,23,23
ENSG00000197728,RPS26,67.2,31.2,36,1.166,0.2,6.6e-01,1.0e+00,0.864,5995,41,40,14,30,66,44,23,11
ENSG00000054654,SYNE2,137.8,71.2,66.5,0.932,-0.1,6.6e-01,1.0e+00,0.864,5996,91,69,54,71,51,66,55,94
ENSG00000111786,SRSF9,99.5,50.8,48.8,0.954,-0.1,6.6e-01,1.0e+00,0.864,5997,52,51,52,48,55,50,52,38
ENSG00000172500,FIBP,68.5,33.2,35.2,1.068,0.1,6.6e-01,1.0e+00,0.864,5998,34,35,35,29,27,43,27,44
ENSG00000124160,NCOA5,58.5,28,30.5,1.082,0.1,6.6e-01,1.0e+00,0.864,5999,31,27,31,23,30,19,44,29
ENSG00000107185,RGP1,112.8,57.8,55,0.951,-0.1,6.6e-01,1.0e+00,0.864,6000,73,54,54,50,60,48,59,53
ENSG00000293434,AHSA2P,131.8,68,63.8,0.939,-0.1,6.6e-01,1.0e+00,0.864,6001,72,66,68,66,71,85,58,41
ENSG00000073417,PDE8A,53.5,25.8,27.8,1.077,0.1,6.6e-01,1.0e+00,0.864,6001,22,26,33,22,32,25,19,35
ENSG00000106479,ZNF862,59.2,30.5,28.8,0.941,-0.1,6.6e-01,1.0e+00,0.8641,6003,38,23,30,31,28,33,27,27
ENSG00000165097,KDM1B,52.5,25.2,27.2,1.083,0.1,6.6e-01,1.0e+00,0.8641,6003,24,25,23,29,15,29,32,33
ENSG00000142694,EVA1B,74.2,38.5,35.8,0.933,-0.1,6.6e-01,1.0e+00,0.8644,6007,35,34,32,53,46,32,27,38
ENSG00000135966,TGFBRAP1,54.8,28.2,26.5,0.937,-0.1,6.6e-01,1.0e+00,0.8647,6010,20,37,29,27,26,26,29,25
ENSG00000143374,TARS2,22.5,12,10.5,0.858,-0.2,6.6e-01,1.0e+00,0.8651,6013,14,12,8,14,5,19,3,15
ENSG00000215861,ENSG00000215861,25,13.8,11.2,0.819,-0.3,6.6e-01,1.0e+00,0.8654,6016,5,11,10,29,5,22,3,15
ENSG00000273633,CDC42EP5,22.5,11.8,10.8,0.914,-0.1,6.6e-01,1.0e+00,0.8656,6018,13,11,9,14,12,10,14,7
ENSG00000173436,MICOS10,57.2,27.5,29.8,1.09,0.1,6.6e-01,1.0e+00,0.8656,6019,29,31,17,33,42,31,20,26
ENSG00000105339,DENND3,44.8,21,23.8,1.138,0.2,6.6e-01,1.0e+00,0.8656,6020,22,32,6,24,23,30,13,29
ENSG00000075399,VPS9D1,53,25.8,27.2,1.068,0.1,6.6e-01,1.0e+00,0.8656,6021,27,31,26,19,28,21,29,31
ENSG00000011523,CEP68,79.2,41.2,38,0.927,-0.1,6.6e-01,1.0e+00,0.8656,6022,28,45,58,34,34,32,38,48
ENSG00000169021,UQCRFS1,62,32,30,0.936,-0.1,6.6e-01,1.0e+00,0.8656,6023,38,29,34,27,29,39,22,30
ENSG00000164609,SLU7,100.2,49,51.2,1.042,0.1,6.6e-01,1.0e+00,0.8656,6024,49,43,50,54,48,55,50,52
